shuffle	jackknife	query	spec	pid	prediCAT	forced_prediCAT	snn	asm	asm_matches
jk6	k1_as_query	BGC0001132_xnc1_2022_2204_mod3_val	val	96.18	val	val	1.14493554505619	val	9
jk6	k1_as_query	BGC0001178_AGS77309-1_471_mod1_hpg	hpg	85.89	hpg|hpg2cl	hpg|hpg2cl	3.63815547765731	hpg|hpg2cl	9
jk6	k1_as_query	BGC0001178_AGS77309-1_471_mod1_hpg	hpg	85.89	hpg|hpg2cl	hpg|hpg2cl	3.63815547765731	hpg|hpg2cl	9
jk6	k1_as_query	CBG75492_4248_mod4_orn	orn	100	no_confident_result	orn	0.768290040697775	orn	9
jk6	k1_as_query	CBG75492_4248_mod4_orn	orn	100	no_confident_result	orn	0.768290040697775	orn	9
jk6	k1_as_query	CCA29202-1_1497_mod2_cys	cys	56.92	cys	cys	0	cys	9
jk6	k1_as_query	CCA29202-1_1497_mod2_cys	cys	56.92	cys	cys	0	cys	9
jk6	k1_as_query	CCJ67640-1_2746_mod3_leu	leu	80.85	no_confident_result	d-leu	0.560462614380284	d-leu|d-val|leu|val	9
jk6	k1_as_query	CCJ67640-1_2746_mod3_leu	leu	80.85	no_confident_result	d-leu	0.560462614380284	d-leu|d-val|leu|val	9
jk6	k1_as_query	CCJ67640-1_3780_mod4_hse	hse	89.09	no_confident_result	hse	0.709496902306313	hse	9
jk6	k1_as_query	CCJ67640-1_3780_mod4_hse	hse	89.09	no_confident_result	hse	0.709496902306313	hse	9
jk6	k1_as_query	EPE34341-1_5024_mod5_3oh-gln	3oh-gln	100	no_confident_result	thr	0.737424917606136	3oh-gln|thr	9
jk6	k1_as_query	EPE34341-1_5024_mod5_3oh-gln	3oh-gln	100	no_confident_result	thr	0.737424917606136	3oh-gln|thr	9
jk6	k1_as_query	EWS95122_2421_mod2_ala	ala	72.26	no_confident_result	ala|gly	0.227129571645191	ala|gly	9
jk6	k1_as_query	EWS95122_2421_mod2_ala	ala	72.26	no_confident_result	ala|gly	0.227129571645191	ala|gly	9
jk6	k1_as_query	NP_216895-1_486_mod1_lys	lys	100	lys	lys	0.678441656478837	lys	9
jk6	k1_as_query	NP_216895-1_486_mod1_lys	lys	100	lys	lys	0.678441656478837	lys	9
jk6	k1_as_query	O07944_A2_phe	phe	58.78	no_confident_result	no_confident_result	0	phe	9
jk6	k1_as_query	O07944_A2_phe	phe	58.78	no_confident_result	no_confident_result	0	phe	9
jk6	k1_as_query	O68008_A2-9-_phe	phe	50.59	no_confident_result	lys	0	phe	9
jk6	k1_as_query	O68008_A2-9-_phe	phe	50.59	no_confident_result	lys	0	phe	9
jk6	k1_as_query	O76858_A1_b-ala	b-ala	37.4	no_confident_result	no_confident_result	0	b-ala	9
jk6	k1_as_query	O76858_A1_b-ala	b-ala	37.4	no_confident_result	no_confident_result	0	b-ala	9
jk6	k1_as_query	O85739_A1_cys	cys	46.45	no_confident_result	thr	0	cys	9
jk6	k1_as_query	O85739_A1_cys	cys	46.45	no_confident_result	thr	0	cys	9
jk6	k1_as_query	O87313_A2_b-ala	b-ala	37.84	no_confident_result	b-ala	0	b-ala	9
jk6	k1_as_query	O87313_A2_b-ala	b-ala	37.84	no_confident_result	b-ala	0	b-ala	9
jk6	k1_as_query	P0A398_A1_ala	ala	80.04	no_confident_result	ala	0.5802746288492	ala	9
jk6	k1_as_query	P0A398_A1_ala	ala	80.04	no_confident_result	ala	0.5802746288492	ala	9
jk6	k1_as_query	P0C062_A1-1-_phe	phe	65.12	phe	phe	0	phe	9
jk6	k1_as_query	P0C062_A1-1-_phe	phe	65.12	phe	phe	0	phe	9
jk6	k1_as_query	P35854_A1_ala	ala	52.37	no_confident_result	ala	0	ala	9
jk6	k1_as_query	P35854_A1_ala	ala	52.37	no_confident_result	ala	0	ala	9
jk6	k1_as_query	P39845_A1_glu	glu	84.03	no_confident_result	no_confident_result	0	glu	9
jk6	k1_as_query	P39845_A1_glu	glu	84.03	no_confident_result	no_confident_result	0	glu	9
jk6	k1_as_query	P39847_A1_glu	glu	83.1	no_confident_result	glu	1.09509736458418	glu	9
jk6	k1_as_query	P39847_A1_glu	glu	83.1	no_confident_result	glu	1.09509736458418	glu	9
jk6	k1_as_query	P71717_A1_ser|thr	ser|thr	100	thr	thr	0.823030554160018	ser|thr	9
jk6	k1_as_query	P71717_A1_ser|thr	ser|thr	100	thr	thr	0.823030554160018	ser|thr	9
jk6	k1_as_query	Q01886v1_A2_ala	ala	100	no_confident_result	ala	1.0791112260679	ala	9
jk6	k1_as_query	Q01886v1_A2_ala	ala	100	no_confident_result	ala	1.0791112260679	ala	9
jk6	k1_as_query	Q08787_A1-7-_leu	leu	57.49	ile	ile	0	leu	9
jk6	k1_as_query	Q08787_A1-7-_leu	leu	57.49	ile	ile	0	leu	9
jk6	k1_as_query	Q09164_A6_abu	abu	50.83	no_confident_result	bmt	0	abu	9
jk6	k1_as_query	Q09164_A6_abu	abu	50.83	no_confident_result	bmt	0	abu	9
jk6	k1_as_query	Q2XNF8_A1-2-_ala	ala	60.95	no_confident_result	ala	0	ala	9
jk6	k1_as_query	Q2XNF8_A1-2-_ala	ala	60.95	no_confident_result	ala	0	ala	9
jk6	k1_as_query	Q45R83_A1-8-_lys	lys	52.94	no_confident_result	no_confident_result	0	lys	9
jk6	k1_as_query	Q45R83_A1-8-_lys	lys	52.94	no_confident_result	no_confident_result	0	lys	9
jk6	k1_as_query	Q50E73_A5-10-_gly	gly	51.92	gly	gly	0	gly	9
jk6	k1_as_query	Q50E73_A5-10-_gly	gly	51.92	gly	gly	0	gly	9
jk6	k1_as_query	Q51338_A1_thr	thr	99.63	no_confident_result	thr	0.933138737128196	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k1_as_query	Q51338_A1_thr	thr	99.63	no_confident_result	thr	0.933138737128196	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k1_as_query	Q54959_A2_abu|iva	abu|iva	57.01	no_confident_result	val	0	abu|iva	9
jk6	k1_as_query	Q54959_A2_abu|iva	abu|iva	57.01	no_confident_result	val	0	abu|iva	9
jk6	k1_as_query	Q70AZ7_A1_hpg|hpg2cl	hpg|hpg2cl	100	hpg|hpg2cl	hpg|hpg2cl	3.63907830863368	hpg|hpg2cl	9
jk6	k1_as_query	Q70AZ7_A1_hpg|hpg2cl	hpg|hpg2cl	100	hpg|hpg2cl	hpg|hpg2cl	3.63907830863368	hpg|hpg2cl	9
jk6	k1_as_query	Q70AZ7_A3-6-_bht	bht	100	bht	bht	4.09612690779629	bht	9
jk6	k1_as_query	Q70AZ7_A3-6-_bht	bht	100	bht	bht	4.09612690779629	bht	9
jk6	k1_as_query	Q70JZ9_A4_glu	glu	98.88	no_confident_result	glu	0.731799852235154	glu	9
jk6	k1_as_query	Q70JZ9_A4_glu	glu	98.88	no_confident_result	glu	0.731799852235154	glu	9
jk6	k1_as_query	Q70KJ6_A2-5-_asp	asp	69.92	asp	asp	0.151278200352419	asp	9
jk6	k1_as_query	Q70KJ6_A2-5-_asp	asp	69.92	asp	asp	0.151278200352419	asp	9
jk6	k1_as_query	Q7WZ65_A1_dpg	dpg	82.49	no_confident_result	dpg	2.48331798357107	dpg	9
jk6	k1_as_query	Q7WZ65_A1_dpg	dpg	82.49	no_confident_result	dpg	2.48331798357107	dpg	9
jk6	k1_as_query	Q83VS0_A1-11-_val	val	70.1	no_confident_result	val	0.373590957971844	d-val|leu|val	9
jk6	k1_as_query	Q83VS0_A1-11-_val	val	70.1	no_confident_result	val	0.373590957971844	d-val|leu|val	9
jk6	k1_as_query	Q83VS0_A8-18-_dhab|dht	dhab|dht	88.18	no_confident_result	dhab|dht	4.79672223929366	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k1_as_query	Q83VS0_A8-18-_dhab|dht	dhab|dht	88.18	no_confident_result	dhab|dht	4.79672223929366	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k1_as_query	Q83VS1_A3_val	val	100	val	val	3.43027518370295	d-val|leu|val	9
jk6	k1_as_query	Q83VS1_A3_val	val	100	val	val	3.43027518370295	d-val|leu|val	9
jk6	k1_as_query	Q83VS1_A5-10-_ala	ala	100	ala	ala	3.38148760452846	ala	9
jk6	k1_as_query	Q83VS1_A5-10-_ala	ala	100	ala	ala	3.38148760452846	ala	9
jk6	k1_as_query	Q8GGP3_A1-2-_cys	cys	63.4	cys	cys	0	cys	9
jk6	k1_as_query	Q8GGP3_A1-2-_cys	cys	63.4	cys	cys	0	cys	9
jk6	k1_as_query	Q93TX2/14210837_A1-8-_ala	ala	56.73	no_confident_result	ala	0	ala	9
jk6	k1_as_query	Q93TX2/14210837_A1-8-_ala	ala	56.73	no_confident_result	ala	0	ala	9
jk6	k1_as_query	Q9C1G0v1_A3_val	val	100	val	val	0.70134091399525	val	9
jk6	k1_as_query	Q9C1G0v1_A3_val	val	100	val	val	0.70134091399525	val	9
jk6	k1_as_query	Q9C1G0v2_A1_aad	aad	100	aad	aad	1.0837766783623	aad	9
jk6	k1_as_query	Q9C1G0v2_A1_aad	aad	100	aad	aad	1.0837766783623	aad	9
jk6	k1_as_query	Q9FDB3_A3-3-_val	val	92.28	no_confident_result	val	2.53529114598091	d-val|leu|val	9
jk6	k1_as_query	Q9FDB3_A3-3-_val	val	92.28	no_confident_result	val	2.53529114598091	d-val|leu|val	9
jk6	k1_as_query	Q9KID8v1_A1_pip	pip	100	pip	pip	1.40144067564439	pip	9
jk6	k1_as_query	Q9KID8v1_A1_pip	pip	100	pip	pip	1.40144067564439	pip	9
jk6	k1_as_query	Q9R9J0_A1_tyr	tyr	83.98	no_confident_result	tyr	1.43671900842243	tyr	9
jk6	k1_as_query	Q9R9J0_A1_tyr	tyr	83.98	no_confident_result	tyr	1.43671900842243	tyr	9
jk6	k1_as_query	Q9R9J0_A3_gln	gln	73.71	no_confident_result	gln	0.208239523681007	gln	9
jk6	k1_as_query	Q9R9J0_A3_gln	gln	73.71	no_confident_result	gln	0.208239523681007	gln	9
jk6	k1_as_query	Q9RK14_A2_athr	athr	50.51	no_confident_result	no_confident_result	0	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k1_as_query	Q9RK14_A2_athr	athr	50.51	no_confident_result	no_confident_result	0	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k1_as_query	Q9RLP6v1_A3_ala	ala	100	no_confident_result	ala	1.33125112720333	ala	9
jk6	k1_as_query	Q9RLP6v1_A3_ala	ala	100	no_confident_result	ala	1.33125112720333	ala	9
jk6	k1_as_query	Q9Z4X5_A1-7-_asp	asp	100	no_confident_result	asp	1.44586996296899	asp	9
jk6	k1_as_query	Q9Z4X5_A1-7-_asp	asp	100	no_confident_result	asp	1.44586996296899	asp	9
jk6	k1_as_query	Q9Z4X5_A3_asn	asn	100	no_confident_result	asn	0.784961545461882	asn	9
jk6	k1_as_query	Q9Z4X5_A3_asn	asn	100	no_confident_result	asn	0.784961545461882	asn	9
jk6	k1_as_query	Q9Z4X6_A5_asp	asp	92.96	no_confident_result	asp	1.38748487681355	asp	9
jk6	k1_as_query	Q9Z4X6_A5_asp	asp	92.96	no_confident_result	asp	1.38748487681355	asp	9
jk6	k1_as_query	removed_A2-3-_val	val	89.18	no_confident_result	val	0.391154260784444	val	9
jk6	k1_as_query	removed_A2-3-_val	val	89.18	no_confident_result	val	0.391154260784444	val	9
jk6	k1_as_query	simA_mod8_leu	leu	58.61	no_confident_result	abu|iva	0	leu	9
jk6	k1_as_query	simA_mod8_leu	leu	58.61	no_confident_result	abu|iva	0	leu	9
jk6	k1_as_query	XP_754329-2_55_mod1_trp	trp	38.14	no_confident_result	ser	0	trp	9
jk6	k1_as_query	XP_754329-2_55_mod1_trp	trp	38.14	no_confident_result	ser	0	trp	9
jk6	k1_as_query	YP_631961-1_3708_mod3_goh-val	goh-val	59.21	no_confident_result	leu	0	goh-val|val	9
jk6	k1_as_query	YP_631961-1_3708_mod3_goh-val	goh-val	59.21	no_confident_result	leu	0	goh-val|val	9
jk6	k1_as_query	ZP_10287804-1_544_mod1_d-val	d-val	100	no_confident_result	val	1.69449418699269	d-val|val	9
jk6	k1_as_query	ZP_10287804-1_544_mod1_d-val	d-val	100	no_confident_result	val	1.69449418699269	d-val|val	9
jk6	k2_as_query	AEI70245-1_1510_mod2_thr	thr	72.08	athr|thr	athr|thr	0.449130034479456	athr|deoxy-thr|dhab|dht|ser|thr	9
jk6	k2_as_query	AEI70245-1_1510_mod2_thr	thr	72.08	athr|thr	athr|thr	0.449130034479456	athr|deoxy-thr|dhab|dht|ser|thr	9
jk6	k2_as_query	AGC65514-1_530_mod1_val	val	47.33	val	val	0	goh-val|val	9
jk6	k2_as_query	AGC65514-1_530_mod1_val	val	47.33	val	val	0	goh-val|val	9
jk6	k2_as_query	AGM16412-1_3015_mod3_thr	thr	100	thr	thr	1.091402094598	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k2_as_query	AGM16412-1_3015_mod3_thr	thr	100	thr	thr	1.091402094598	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k2_as_query	AGM16413-1_2831_mod3_ser	ser	100	ser	ser	2.26632577421929	ser	9
jk6	k2_as_query	AGM16413-1_2831_mod3_ser	ser	100	ser	ser	2.26632577421929	ser	9
jk6	k2_as_query	AGM16414-1_2358_mod3_ile	ile	100	ile	ile	1.94282186719864	ile	9
jk6	k2_as_query	AGM16414-1_2358_mod3_ile	ile	100	ile	ile	1.94282186719864	ile	9
jk6	k2_as_query	AGZ15458-1_478_mod1_pip	pip	100	no_confident_result	piperazic	0.772248382176843	pip|piperazic	9
jk6	k2_as_query	AGZ15458-1_478_mod1_pip	pip	100	no_confident_result	piperazic	0.772248382176843	pip|piperazic	9
jk6	k2_as_query	AHF21228-1_11933_mod9_phe	phe	100	no_confident_result	phe	2.35716664064656	phe	9
jk6	k2_as_query	AHF21228-1_11933_mod9_phe	phe	100	no_confident_result	phe	2.35716664064656	phe	9
jk6	k2_as_query	AHF21229-1_474_mod2_ile	ile	97.77	no_confident_result	no_confident_result	0	ile|val	9
jk6	k2_as_query	AHF21229-1_474_mod2_ile	ile	97.77	no_confident_result	no_confident_result	0	ile|val	9
jk6	k2_as_query	AHH53507-1_4147_mod4_asp	asp	100	asp	asp	1.16072220820665	asp	9
jk6	k2_as_query	AHH53507-1_4147_mod4_asp	asp	100	asp	asp	1.16072220820665	asp	9
jk6	k2_as_query	AHZ34232-1_2599_mod3_gln	gln	69.9	no_confident_result	gln	0.0395117718941041	gln|leu	9
jk6	k2_as_query	AHZ34232-1_2599_mod3_gln	gln	69.9	no_confident_result	gln	0.0395117718941041	gln|leu	9
jk6	k2_as_query	AHZ34233-1_3643_mod4_leu	leu	94.98	leu	leu	1.45030520026202	d-leu|d-val|leu|val	9
jk6	k2_as_query	AHZ34233-1_3643_mod4_leu	leu	94.98	leu	leu	1.45030520026202	d-leu|d-val|leu|val	9
jk6	k2_as_query	BGC0000299_ERG36783-1_544_mod1_val	val	100	no_confident_result	no_confident_result	1.61906460014161	d-val|val	9
jk6	k2_as_query	BGC0000299_ERG36783-1_544_mod1_val	val	100	no_confident_result	no_confident_result	1.61906460014161	d-val|val	9
jk6	k2_as_query	BGC0000369_AHZ20773-1_2017_mod2_tyr	tyr	100	no_confident_result	tyr	0.872861979477294	tyr	9
jk6	k2_as_query	BGC0000369_AHZ20773-1_2017_mod2_tyr	tyr	100	no_confident_result	tyr	0.872861979477294	tyr	9
jk6	k2_as_query	BGC0000376_BAP16684-1_33_mod1_trp|6cl-trp	trp|6cl-trp	39.24	no_confident_result	phe|tyr	0	6cl-trp|trp	9
jk6	k2_as_query	BGC0000376_BAP16684-1_33_mod1_trp|6cl-trp	trp|6cl-trp	39.24	no_confident_result	phe|tyr	0	6cl-trp|trp	9
jk6	k2_as_query	BGC0000398_AFH75329-1_1652_mod2_val	val	80.67	no_confident_result	val	0.361803761434833	val	9
jk6	k2_as_query	BGC0000398_AFH75329-1_1652_mod2_val	val	80.67	no_confident_result	val	0.361803761434833	val	9
jk6	k2_as_query	BGC0000398_AFH75329-1_566_mod1_thr	thr	78.71	no_confident_result	athr	2.52358129049847	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k2_as_query	BGC0000398_AFH75329-1_566_mod1_thr	thr	78.71	no_confident_result	athr	2.52358129049847	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k2_as_query	BGC0000418_AHF20585-1_481_mod1_dpg	dpg	87.18	no_confident_result	dpg	2.6160431165134	dpg	9
jk6	k2_as_query	BGC0000418_AHF20585-1_481_mod1_dpg	dpg	87.18	no_confident_result	dpg	2.6160431165134	dpg	9
jk6	k2_as_query	BGC0000419_AIG79240-1_481_mod1_dpg	dpg	87.82	no_confident_result	dpg	2.63973391366507	dpg	9
jk6	k2_as_query	BGC0000419_AIG79240-1_481_mod1_dpg	dpg	87.82	no_confident_result	dpg	2.63973391366507	dpg	9
jk6	k2_as_query	BGC0000419_AIG79241-1_3410_mod3_bht	bht	98.52	bht	bht	2.47996943915934	bht|tyr	9
jk6	k2_as_query	BGC0000419_AIG79241-1_3410_mod3_bht	bht	98.52	bht	bht	2.47996943915934	bht|tyr	9
jk6	k2_as_query	BGC0000425_AFH75322-1_565_mod1_dhabu	dhabu	88.96	no_confident_result	no_confident_result	0	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k2_as_query	BGC0000425_AFH75322-1_565_mod1_dhabu	dhabu	88.96	no_confident_result	no_confident_result	0	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k2_as_query	BGC0000426_AGZ03651-1_480_mod1_ala	ala	60.57	no_confident_result	ala	0	ala	9
jk6	k2_as_query	BGC0000426_AGZ03651-1_480_mod1_ala	ala	60.57	no_confident_result	ala	0	ala	9
jk6	k2_as_query	BGC0000431_EFE73313-1_2638_mod3_gly	gly	100	no_confident_result	gly	0.82706328518951	gly	9
jk6	k2_as_query	BGC0000431_EFE73313-1_2638_mod3_gly	gly	100	no_confident_result	gly	0.82706328518951	gly	9
jk6	k2_as_query	BGC0000449_AHF21228-1_5129_mod4_ser	ser	100	no_confident_result	ser	2.54262394940272	ser	9
jk6	k2_as_query	BGC0000449_AHF21228-1_5129_mod4_ser	ser	100	no_confident_result	ser	2.54262394940272	ser	9
jk6	k2_as_query	BGC0000456_BAO73252-1_2551_mod2_ala	ala	57.26	no_confident_result	tyr	0	no_call	0
jk6	k2_as_query	BGC0000456_BAO73252-1_2551_mod2_ala	ala	57.26	no_confident_result	tyr	0	no_call	0
jk6	k2_as_query	BGC0000463_AGM14933-1_3718_mod4_leu	leu	67.21	no_confident_result	gln	0	gln|leu	9
jk6	k2_as_query	BGC0000463_AGM14933-1_3718_mod4_leu	leu	67.21	no_confident_result	gln	0	gln|leu	9
jk6	k2_as_query	BGC0000463_AGM14933-1_561_mod1_gln	gln	65.25	no_confident_result	asp	0	gln|leu	9
jk6	k2_as_query	BGC0000463_AGM14933-1_561_mod1_gln	gln	65.25	no_confident_result	asp	0	gln|leu	9
jk6	k2_as_query	BGC0000463_AGM14933-1_6881_mod7_val	val	97.88	no_confident_result	val	1.02253296579522	d-leu|d-val|leu|val	9
jk6	k2_as_query	BGC0000463_AGM14933-1_6881_mod7_val	val	97.88	no_confident_result	val	1.02253296579522	d-leu|d-val|leu|val	9
jk6	k2_as_query	BGC0000463_AGM14933-1_7925_mod8_leu	leu	67.14	no_confident_result	gln	0	gln|leu	9
jk6	k2_as_query	BGC0000463_AGM14933-1_7925_mod8_leu	leu	67.14	no_confident_result	gln	0	gln|leu	9
jk6	k2_as_query	BGC0000464_CDG17980-1_7025_mod7_leu	leu	93.15	no_confident_result	val	1.89254356601521	leu|val	9
jk6	k2_as_query	BGC0000464_CDG17980-1_7025_mod7_leu	leu	93.15	no_confident_result	val	1.89254356601521	leu|val	9
jk6	k2_as_query	BGC0000974_AIR74926-1_511_mod1_gly	gly	97.48	gly	gly	0.802678035338141	gly	9
jk6	k2_as_query	BGC0000974_AIR74926-1_511_mod1_gly	gly	97.48	gly	gly	0.802678035338141	gly	9
jk6	k2_as_query	BGC0001036_AGZ15458-1_2022_mod2_noh-ala	noh-ala	100	no_confident_result	noh-d-ala|oh-d-ala	1.79584357523372	noh-ala|noh-d-ala|oh-d-ala	9
jk6	k2_as_query	BGC0001036_AGZ15458-1_2022_mod2_noh-ala	noh-ala	100	no_confident_result	noh-d-ala|oh-d-ala	1.79584357523372	noh-ala|noh-d-ala|oh-d-ala	9
jk6	k2_as_query	BGC0001133_XBJ1_0775_477_mod1_thr	thr	62.79	no_confident_result	thr	0	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k2_as_query	BGC0001133_XBJ1_0775_477_mod1_thr	thr	62.79	no_confident_result	thr	0	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k2_as_query	BGC0001149_CDF96614-1_480_mod1_ser	ser	65.97	no_confident_result	ser	0	ser	9
jk6	k2_as_query	BGC0001149_CDF96614-1_480_mod1_ser	ser	65.97	no_confident_result	ser	0	ser	9
jk6	k2_as_query	CCJ67638-1_1653_mod2_d-val	d-val	95.8	no_confident_result	d-val	3.84675962476512	d-val|leu|val	9
jk6	k2_as_query	CCJ67638-1_1653_mod2_d-val	d-val	95.8	no_confident_result	d-val	3.84675962476512	d-val|leu|val	9
jk6	k2_as_query	CCJ67638-1_2717_mod3_d-val	d-val	99.37	no_confident_result	d-val	4.06200714565005	d-val|leu|val	9
jk6	k2_as_query	CCJ67638-1_2717_mod3_d-val	d-val	99.37	no_confident_result	d-val	4.06200714565005	d-val|leu|val	9
jk6	k2_as_query	CCJ67640-1_4826_mod5_d-dab	d-dab	92.34	dab	dab	2.04180379220594	d-dab|dab	9
jk6	k2_as_query	CCJ67640-1_4826_mod5_d-dab	d-dab	92.34	dab	dab	2.04180379220594	d-dab|dab	9
jk6	k2_as_query	ChaP_mod2_ser	ser	38.14	no_confident_result	trp	0	ser	9
jk6	k2_as_query	ChaP_mod2_ser	ser	38.14	no_confident_result	trp	0	ser	9
jk6	k2_as_query	EFE73313-1_1569_mod2_met	met	100	no_confident_result	lys	0.819291015677838	lys|met	9
jk6	k2_as_query	EFE73313-1_1569_mod2_met	met	100	no_confident_result	lys	0.819291015677838	lys|met	9
jk6	k2_as_query	EWS95124_9_mod1_gly	gly	62.04	no_confident_result	gly	0	gly|sar	9
jk6	k2_as_query	EWS95124_9_mod1_gly	gly	62.04	no_confident_result	gly	0	gly|sar	9
jk6	k2_as_query	O07944_A1_pro	pro	70.84	no_confident_result	pip	0.336904762260909	pro	9
jk6	k2_as_query	O07944_A1_pro	pro	70.84	no_confident_result	pip	0.336904762260909	pro	9
jk6	k2_as_query	O30980_A1-7-_pro	pro	75.54	pro	pro	0.159384562416226	pro	9
jk6	k2_as_query	O30980_A1-7-_pro	pro	75.54	pro	pro	0.159384562416226	pro	9
jk6	k2_as_query	O30980_A1_pro	pro	75.54	no_confident_result	pro	0	pro	9
jk6	k2_as_query	O30980_A1_pro	pro	75.54	no_confident_result	pro	0	pro	9
jk6	k2_as_query	O30980_A2-8-_gln	gln	100	glu	glu	1.33086341041938	gln|glu	9
jk6	k2_as_query	O30980_A2-8-_gln	gln	100	glu	glu	1.33086341041938	gln|glu	9
jk6	k2_as_query	O30981_A2-6-_ala|val	ala|val	77.73	val	val	0.426279493734895	ala|val	9
jk6	k2_as_query	O30981_A2-6-_ala|val	ala|val	77.73	val	val	0.426279493734895	ala|val	9
jk6	k2_as_query	O33743_A6-10-_leu	leu	67.95	no_confident_result	leu	0.510838255891781	leu	9
jk6	k2_as_query	O33743_A6-10-_leu	leu	67.95	no_confident_result	leu	0.510838255891781	leu	9
jk6	k2_as_query	O33743_A_blys	blys	42.48	no_confident_result	blys	0	blys	9
jk6	k2_as_query	O33743_A_blys	blys	42.48	no_confident_result	blys	0	blys	9
jk6	k2_as_query	O68008_A4-11-_asp	asp	50.19	no_confident_result	asp	0	asp	9
jk6	k2_as_query	O68008_A4-11-_asp	asp	50.19	no_confident_result	asp	0	asp	9
jk6	k2_as_query	O87704_A2-4-_thr	thr	80.66	thr	thr	0.504287676371348	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k2_as_query	O87704_A2-4-_thr	thr	80.66	thr	thr	0.504287676371348	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk6	k2_as_query	P26046_A2_cys	cys	99.81	cys	cys	1.35882651124293	cys	9
jk6	k2_as_query	P26046_A2_cys	cys	99.81	cys	cys	1.35882651124293	cys	9
jk6	k2_as_query	P26046_A3_val	val	100	val	val	0.63433228928382	val	9
jk6	k2_as_query	P26046_A3_val	val	100	val	val	0.63433228928382	val	9
jk6	k2_as_query	P39845_A2_orn	orn	75.19	orn	orn	0.312717003102454	orn	9
jk6	k2_as_query	P39845_A2_orn	orn	75.19	orn	orn	0.312717003102454	orn	9
jk6	k2_as_query	P94873_A2_cys	cys	66.35	cys	cys	0	cys	9
jk6	k2_as_query	P94873_A2_cys	cys	66.35	cys	cys	0	cys	9
jk6	k2_as_query	Q2VQ15_A3-6-_val	val	80.5	no_confident_result	val	0.492495802414601	val	9
jk6	k2_as_query	Q2VQ15_A3-6-_val	val	80.5	no_confident_result	val	0.492495802414601	val	9
jk6	k2_as_query	Q2XNF8_A2-3-_ala	ala	60.76	no_confident_result	ala	0	ala	9
jk6	k2_as_query	Q2XNF8_A2-3-_ala	ala	60.76	no_confident_result	ala	0	ala	9
jk6	k2_as_query	Q45295_A2_leu	leu	85.08	leu	leu	0.501402166824632	leu	9
jk6	k2_as_query	Q45295_A2_leu	leu	85.08	leu	leu	0.501402166824632	leu	9
jk6	k2_as_query	Q45R83_A3-10-_gly	gly	54.92	no_confident_result	gly	0	gly	9
jk6	k2_as_query	Q45R83_A3-10-_gly	gly	54.92	no_confident_result	gly	0	gly	9
jk6	k2_as_query	Q50857_A1_ala	ala	25.67	no_confident_result	phe-ac	0	ala	9
jk6	k2_as_query	Q50857_A1_ala	ala	25.67	no_confident_result	phe-ac	0	ala	9
jk6	k2_as_query	Q50E73_A3-8-_ala	ala	63.96	no_confident_result	ala	0	ala	9
jk6	k2_as_query	Q50E73_A3-8-_ala	ala	63.96	no_confident_result	ala	0	ala	9
jk6	k2_as_query	Q5DIV7_A3_ser	ser	94.98	no_confident_result	ser	2.45401432420809	ser	9
jk6	k2_as_query	Q5DIV7_A3_ser	ser	94.98	no_confident_result	ser	2.45401432420809	ser	9
jk6	k2_as_query	Q5DIV7_A4_horn	horn	99.05	no_confident_result	horn	1.29096795697481	horn	9
jk6	k2_as_query	Q5DIV7_A4_horn	horn	99.05	no_confident_result	horn	1.29096795697481	horn	9
jk6	k2_as_query	Q70AZ7_A2-5-_hpg|hpg2cl	hpg|hpg2cl	100	no_confident_result	hpg|hpg2cl	3.40226789206914	hpg|hpg2cl	9
jk6	k2_as_query	Q70AZ7_A2-5-_hpg|hpg2cl	hpg|hpg2cl	100	no_confident_result	hpg|hpg2cl	3.40226789206914	hpg|hpg2cl	9
jk6	k2_as_query	Q70AZ9a_A1_hpg|hpg2cl	hpg|hpg2cl	87.01	no_confident_result	hpg	2.86740753527213	hpg|hpg2cl	9
jk6	k2_as_query	Q70AZ9a_A1_hpg|hpg2cl	hpg|hpg2cl	87.01	no_confident_result	hpg	2.86740753527213	hpg|hpg2cl	9
